,"1,2-dimethylpropanol",1H-Indole-3-acetic acid,1-hydroxy-1-cyclohexen,"2,2'-Bipyridine","2,3-Dihydroxybutanoic acid","2,3'-Dipyridyl","2,4-bishydroxybutanoic acid",2-amino-6-methylaminohexanoic acid,2-aminobutyric acid,2-Butenedioic acid,2-hydroxypyridine,2-methyl-butyric acid,2-oxo-3-methyl-pentanoic acid,2-oxo-4-methylvaleric acid,2-Piperidinecarboxylic acid,"3,4-bishydroxybutanoic acid","3, 4 dehydroproline","3,6-Dioxa-2,7-disilaoctane, 2,2,4,7,7-pentamethyl-",3-amino-2-Piperidone,"3-Aminosalicylic acid, TMS",3-Hydroxybutyric acid,3-hydroxyoxyisovaleric acid,3-hydroxypyridine,3-methyl-2-oxo-butanoic acid,"3-Phosphoglyceric acid, TMS",4-Deoxypyridoxine,5-Hydroxy-tryptophan,5-Oxoproline,6-deoxy-mannose,"9,12-Octadecadienoic acid (Z,Z)-",à-Aminoadipic acid,á-Amino isobutyric acid,à-Hydroxyisobutyric acid,a-ketoglutarate,Alanine,Alloisoleucine,Aminomalonic acid,Anthranilic acid,Arabinofuranose,Arachidonic acid,Asparagine,Aspartate,Benzoic acid,Beta-alanine,Cadaverine,Caproic acid,Cholesterol,cis-3-Hexenyllactate,Citric acid,Creatine,Cyclohexanone,Cyclohexyloxy,Cysteine,Cystine,Decanoic acid,D-Fructose,d-Galactose,D-Glucuronic acid,Dodecanoic acid,D-Ribofuranose,d-Xylose,Elaidic acid,Erythrose,Galactonic acid,Glucopyranose,Glutamate,Gluticol,Glyceraldehyde,"Glyceric acid, TMS",Glycerol,Glycerolphosphate,Glycine,glycol,Glyoxylic acid,Heneicosanoic acid,Hexadecanoic acid,Hydroxycarbamic acid,Hypotaurine,Inositol,Isoleucine,Lactate,L-Homoserine,L-Leucine,L-Lysine,L-methionine,L-Ornithine,L-Threonic acid,L-Tryptophan,L-Tyrosine,Malate,Maleimide,Mannitol,Methylcysteine,Myo-Inositol,Myristic acid,Myristoleic acid,N-Acetyl glucosamine,N-acetyl-glycine,N-Acetylneuraminic acid,N-formyl-glycine,Nicotine,Nicotinic acid,"N,N-Dimethyl-2-isopropoxyethylamine",Nonanoic acid,Octadecanoic acid,Octanoic acid,Olic acid,Ornithine,Oxalic acid,Oxanilic acid,Palmitoleic acid,Parabanic acid,Phenylalanine,Picolinic acid,Proline,Pseudo uridine,Pyrrole-2-carboxylic acid,Pyruvate,Ribitol,sarcosine,Serine,Sorbose,Succinate,Threitol,Threonine,Urea,Uric acid,Xylitol
PN03958,29.605263157894733,74.3421052631579,37.5,38.81578947368421,13.815789473684212,36.18421052631579,46.71052631578947,50.6578947368421,54.60526315789473,4.605263157894736,41.44736842105263,49.34210526315789,76.97368421052632,54.60526315789473,58.55263157894737,28.289473684210524,34.868421052631575,41.44736842105263,12.5,42.76315789473684,15.13157894736842,24.34210526315789,48.026315789473685,26.973684210526315,3.289473684210526,5.921052631578947,78.28947368421053,41.44736842105263,41.44736842105263,75.6578947368421,3.289473684210526,8.552631578947368,54.60526315789473,41.44736842105263,42.76315789473684,17.763157894736842,67.76315789473685,4.605263157894736,7.236842105263158,36.18421052631579,67.76315789473685,92.76315789473684,46.71052631578947,88.81578947368422,75.6578947368421,51.97368421052632,80.92105263157895,40.131578947368425,40.131578947368425,53.289473684210535,55.92105263157895,91.44736842105264,51.97368421052632,9.86842105263158,42.76315789473684,5.921052631578947,76.97368421052632,7.236842105263158,9.86842105263158,44.07894736842105,15.13157894736842,11.18421052631579,70.39473684210526,21.71052631578948,33.55263157894737,42.76315789473684,51.97368421052632,67.76315789473685,83.55263157894737,44.07894736842105,26.973684210526315,7.236842105263158,67.76315789473685,42.76315789473684,48.026315789473685,74.3421052631579,90.13157894736842,15.13157894736842,17.763157894736842,70.39473684210526,41.44736842105263,28.289473684210524,29.605263157894733,37.5,74.3421052631579,17.763157894736842,42.76315789473684,67.76315789473685,9.86842105263158,8.552631578947368,90.13157894736842,4.605263157894736,70.39473684210526,57.23684210526315,38.81578947368421,7.236842105263158,65.13157894736842,75.6578947368421,50.6578947368421,75.6578947368421,17.763157894736842,41.44736842105263,71.71052631578947,57.23684210526315,37.5,71.71052631578947,16.447368421052634,8.552631578947368,30.92105263157895,58.55263157894737,0.6578947368421052,88.81578947368422,1.973684210526316,65.13157894736842,44.07894736842105,12.5,19.07894736842105,3.289473684210526,9.86842105263158,44.07894736842105,26.973684210526315,66.44736842105263,50.6578947368421,4.605263157894736,8.552631578947368,73.02631578947368,63.81578947368421,61.18421052631579
PN03979,44.07894736842105,42.76315789473684,65.13157894736842,40.131578947368425,29.605263157894733,78.28947368421053,40.131578947368425,41.44736842105263,36.18421052631579,73.02631578947368,98.02631578947368,8.552631578947368,84.86842105263158,83.55263157894737,92.76315789473684,70.39473684210526,94.07894736842104,69.07894736842105,48.026315789473685,82.23684210526315,30.92105263157895,48.026315789473685,53.289473684210535,67.76315789473685,95.39473684210526,61.18421052631579,67.76315789473685,98.02631578947368,65.13157894736842,63.81578947368421,4.605263157894736,94.07894736842104,63.81578947368421,59.86842105263158,70.39473684210526,58.55263157894737,33.55263157894737,21.71052631578948,3.289473684210526,17.763157894736842,86.18421052631578,12.5,38.81578947368421,44.07894736842105,88.81578947368422,49.34210526315789,70.39473684210526,51.97368421052632,28.289473684210524,33.55263157894737,75.6578947368421,58.55263157894737,38.81578947368421,62.5,92.76315789473684,94.07894736842104,19.07894736842105,36.18421052631579,36.18421052631579,48.026315789473685,73.02631578947368,87.5,76.97368421052632,66.44736842105263,99.3421052631579,45.39473684210527,37.5,58.55263157894737,36.18421052631579,69.07894736842105,15.13157894736842,87.5,51.97368421052632,62.5,84.86842105263158,21.71052631578948,32.23684210526316,48.026315789473685,70.39473684210526,28.289473684210524,53.289473684210535,66.44736842105263,90.13157894736842,46.71052631578947,23.026315789473685,95.39473684210526,26.973684210526315,53.289473684210535,21.71052631578948,92.76315789473684,17.763157894736842,66.44736842105263,37.5,63.81578947368421,94.07894736842104,76.97368421052632,21.71052631578948,58.55263157894737,7.236842105263158,21.71052631578948,90.13157894736842,75.6578947368421,24.34210526315789,66.44736842105263,8.552631578947368,26.973684210526315,80.92105263157895,92.76315789473684,23.026315789473685,45.39473684210527,23.026315789473685,51.97368421052632,51.97368421052632,69.07894736842105,9.86842105263158,8.552631578947368,24.34210526315789,23.026315789473685,84.86842105263158,8.552631578947368,16.447368421052634,63.81578947368421,91.44736842105264,34.868421052631575,29.605263157894733,28.289473684210524,74.3421052631579,70.39473684210526
PN03980,65.13157894736842,50.6578947368421,84.86842105263158,65.13157894736842,76.97368421052632,90.13157894736842,58.55263157894737,96.71052631578948,94.07894736842104,94.07894736842104,92.76315789473684,67.76315789473685,83.55263157894737,82.23684210526315,83.55263157894737,90.13157894736842,83.55263157894737,90.13157894736842,82.23684210526315,83.55263157894737,69.07894736842105,96.71052631578948,49.34210526315789,87.5,74.3421052631579,70.39473684210526,74.3421052631579,99.3421052631579,84.86842105263158,88.81578947368422,79.60526315789474,62.5,91.44736842105264,26.973684210526315,95.39473684210526,50.6578947368421,94.07894736842104,80.92105263157895,82.23684210526315,74.3421052631579,88.81578947368422,7.236842105263158,87.5,95.39473684210526,44.07894736842105,40.131578947368425,67.76315789473685,32.23684210526316,90.13157894736842,84.86842105263158,91.44736842105264,46.71052631578947,94.07894736842104,82.23684210526315,82.23684210526315,86.18421052631578,15.13157894736842,76.97368421052632,45.39473684210527,86.18421052631578,71.71052631578947,80.92105263157895,96.71052631578948,67.76315789473685,92.76315789473684,94.07894736842104,54.60526315789473,83.55263157894737,9.86842105263158,70.39473684210526,95.39473684210526,88.81578947368422,49.34210526315789,75.6578947368421,45.39473684210527,5.921052631578947,82.23684210526315,96.71052631578948,28.289473684210524,8.552631578947368,88.81578947368422,76.97368421052632,73.02631578947368,86.18421052631578,7.236842105263158,50.6578947368421,63.81578947368421,83.55263157894737,78.28947368421053,96.71052631578948,40.131578947368425,54.60526315789473,96.71052631578948,98.02631578947368,99.3421052631579,36.18421052631579,94.07894736842104,96.71052631578948,13.815789473684212,7.236842105263158,84.86842105263158,92.76315789473684,7.236842105263158,95.39473684210526,82.23684210526315,90.13157894736842,34.868421052631575,99.3421052631579,1.973684210526316,91.44736842105264,70.39473684210526,84.86842105263158,12.5,99.3421052631579,86.18421052631578,86.18421052631578,76.97368421052632,19.07894736842105,87.5,95.39473684210526,38.81578947368421,67.76315789473685,95.39473684210526,88.81578947368422,90.13157894736842,84.86842105263158,34.868421052631575,80.92105263157895
PN04004,45.39473684210527,36.18421052631579,58.55263157894737,12.5,66.44736842105263,80.92105263157895,66.44736842105263,84.86842105263158,41.44736842105263,84.86842105263158,75.6578947368421,96.71052631578948,88.81578947368422,61.18421052631579,53.289473684210535,42.76315789473684,74.3421052631579,70.39473684210526,34.868421052631575,61.18421052631579,42.76315789473684,84.86842105263158,66.44736842105263,79.60526315789474,8.552631578947368,44.07894736842105,59.86842105263158,16.447368421052634,87.5,48.026315789473685,48.026315789473685,15.13157894736842,59.86842105263158,28.289473684210524,1.973684210526316,37.5,48.026315789473685,96.71052631578948,73.02631578947368,88.81578947368422,73.02631578947368,70.39473684210526,40.131578947368425,20.394736842105264,54.60526315789473,11.18421052631579,58.55263157894737,21.71052631578948,12.5,95.39473684210526,45.39473684210527,40.131578947368425,76.97368421052632,33.55263157894737,98.02631578947368,74.3421052631579,71.71052631578947,30.92105263157895,67.76315789473685,58.55263157894737,82.23684210526315,86.18421052631578,28.289473684210524,69.07894736842105,46.71052631578947,65.13157894736842,7.236842105263158,78.28947368421053,7.236842105263158,26.973684210526315,66.44736842105263,40.131578947368425,11.18421052631579,90.13157894736842,63.81578947368421,50.6578947368421,69.07894736842105,75.6578947368421,61.18421052631579,69.07894736842105,51.97368421052632,74.3421052631579,98.02631578947368,82.23684210526315,51.97368421052632,46.71052631578947,86.18421052631578,59.86842105263158,94.07894736842104,53.289473684210535,15.13157894736842,29.605263157894733,42.76315789473684,74.3421052631579,57.23684210526315,73.02631578947368,66.44736842105263,17.763157894736842,94.07894736842104,53.289473684210535,80.92105263157895,33.55263157894737,59.86842105263158,78.28947368421053,98.02631578947368,69.07894736842105,50.6578947368421,55.92105263157895,50.6578947368421,63.81578947368421,44.07894736842105,80.92105263157895,19.07894736842105,48.026315789473685,99.3421052631579,67.76315789473685,46.71052631578947,88.81578947368422,99.3421052631579,20.394736842105264,9.86842105263158,54.60526315789473,51.97368421052632,98.02631578947368,75.6578947368421,13.815789473684212,3.289473684210526,63.81578947368421
PN04005,24.34210526315789,53.289473684210535,19.07894736842105,16.447368421052634,25.657894736842103,66.44736842105263,30.92105263157895,67.76315789473685,28.289473684210524,21.71052631578948,58.55263157894737,34.868421052631575,36.18421052631579,36.18421052631579,36.18421052631579,75.6578947368421,20.394736842105264,34.868421052631575,16.447368421052634,44.07894736842105,36.18421052631579,59.86842105263158,8.552631578947368,69.07894736842105,87.5,16.447368421052634,99.3421052631579,28.289473684210524,63.81578947368421,55.92105263157895,34.868421052631575,4.605263157894736,74.3421052631579,38.81578947368421,84.86842105263158,8.552631578947368,38.81578947368421,8.552631578947368,16.447368421052634,46.71052631578947,1.973684210526316,53.289473684210535,84.86842105263158,4.605263157894736,13.815789473684212,1.973684210526316,17.763157894736842,92.76315789473684,3.289473684210526,69.07894736842105,88.81578947368422,54.60526315789473,45.39473684210527,36.18421052631579,76.97368421052632,9.86842105263158,0.6578947368421052,12.5,42.76315789473684,61.18421052631579,76.97368421052632,0.6578947368421052,50.6578947368421,19.07894736842105,28.289473684210524,99.3421052631579,4.605263157894736,8.552631578947368,23.026315789473685,57.23684210526315,41.44736842105263,8.552631578947368,32.23684210526316,79.60526315789474,62.5,33.55263157894737,46.71052631578947,3.289473684210526,90.13157894736842,0.6578947368421052,13.815789473684212,0.6578947368421052,78.28947368421053,4.605263157894736,36.18421052631579,59.86842105263158,99.3421052631579,88.81578947368422,36.18421052631579,19.07894736842105,99.3421052631579,61.18421052631579,23.026315789473685,40.131578947368425,44.07894736842105,50.6578947368421,61.18421052631579,94.07894736842104,87.5,30.92105263157895,3.289473684210526,55.92105263157895,63.81578947368421,0.6578947368421052,70.39473684210526,41.44736842105263,87.5,3.289473684210526,29.605263157894733,36.18421052631579,13.815789473684212,92.76315789473684,23.026315789473685,24.34210526315789,73.02631578947368,0.6578947368421052,42.76315789473684,4.605263157894736,36.18421052631579,90.13157894736842,23.026315789473685,9.86842105263158,96.71052631578948,20.394736842105264,28.289473684210524,86.18421052631578,38.81578947368421,37.5
PN03927,59.86842105263158,0.6578947368421052,54.60526315789473,80.92105263157895,51.97368421052632,55.92105263157895,44.07894736842105,46.71052631578947,51.97368421052632,12.5,36.18421052631579,54.60526315789473,80.92105263157895,59.86842105263158,12.5,3.289473684210526,4.605263157894736,0.6578947368421052,94.07894736842104,4.605263157894736,91.44736842105264,87.5,9.86842105263158,51.97368421052632,79.60526315789474,0.6578947368421052,15.13157894736842,34.868421052631575,1.973684210526316,1.973684210526316,73.02631578947368,21.71052631578948,15.13157894736842,20.394736842105264,38.81578947368421,12.5,51.97368421052632,38.81578947368421,48.026315789473685,82.23684210526315,4.605263157894736,62.5,41.44736842105263,1.973684210526316,42.76315789473684,53.289473684210535,33.55263157894737,33.55263157894737,25.657894736842103,83.55263157894737,5.921052631578947,0.6578947368421052,73.02631578947368,24.34210526315789,67.76315789473685,62.5,44.07894736842105,99.3421052631579,5.921052631578947,1.973684210526316,33.55263157894737,49.34210526315789,17.763157894736842,73.02631578947368,49.34210526315789,34.868421052631575,73.02631578947368,45.39473684210527,99.3421052631579,15.13157894736842,99.3421052631579,1.973684210526316,15.13157894736842,11.18421052631579,12.5,38.81578947368421,78.28947368421053,5.921052631578947,67.76315789473685,51.97368421052632,25.657894736842103,99.3421052631579,26.973684210526315,74.3421052631579,37.5,19.07894736842105,75.6578947368421,13.815789473684212,99.3421052631579,15.13157894736842,32.23684210526316,59.86842105263158,44.07894736842105,44.07894736842105,50.6578947368421,49.34210526315789,67.76315789473685,74.3421052631579,57.23684210526315,40.131578947368425,4.605263157894736,25.657894736842103,23.026315789473685,62.5,41.44736842105263,80.92105263157895,44.07894736842105,57.23684210526315,98.02631578947368,84.86842105263158,98.02631578947368,78.28947368421053,99.3421052631579,1.973684210526316,70.39473684210526,33.55263157894737,95.39473684210526,87.5,53.289473684210535,67.76315789473685,67.76315789473685,75.6578947368421,33.55263157894737,76.97368421052632,98.02631578947368,76.97368421052632,53.289473684210535,59.86842105263158
PN03937,90.13157894736842,80.92105263157895,12.5,95.39473684210526,34.868421052631575,9.86842105263158,8.552631578947368,3.289473684210526,95.39473684210526,28.289473684210524,25.657894736842103,16.447368421052634,34.868421052631575,87.5,26.973684210526315,63.81578947368421,19.07894736842105,37.5,23.026315789473685,36.18421052631579,16.447368421052634,30.92105263157895,5.921052631578947,17.763157894736842,42.76315789473684,3.289473684210526,55.92105263157895,23.026315789473685,37.5,36.18421052631579,54.60526315789473,9.86842105263158,44.07894736842105,66.44736842105263,83.55263157894737,29.605263157894733,29.605263157894733,51.97368421052632,42.76315789473684,42.76315789473684,55.92105263157895,42.76315789473684,16.447368421052634,59.86842105263158,5.921052631578947,80.92105263157895,15.13157894736842,48.026315789473685,9.86842105263158,61.18421052631579,40.131578947368425,3.289473684210526,13.815789473684212,19.07894736842105,32.23684210526316,21.71052631578948,26.973684210526315,69.07894736842105,57.23684210526315,13.815789473684212,62.5,38.81578947368421,62.5,25.657894736842103,5.921052631578947,11.18421052631579,26.973684210526315,23.026315789473685,75.6578947368421,73.02631578947368,37.5,0.6578947368421052,5.921052631578947,50.6578947368421,28.289473684210524,30.92105263157895,7.236842105263158,44.07894736842105,45.39473684210527,23.026315789473685,55.92105263157895,12.5,4.605263157894736,25.657894736842103,28.289473684210524,55.92105263157895,54.60526315789473,46.71052631578947,33.55263157894737,12.5,37.5,83.55263157894737,8.552631578947368,11.18421052631579,75.6578947368421,15.13157894736842,9.86842105263158,33.55263157894737,75.6578947368421,25.657894736842103,55.92105263157895,21.71052631578948,21.71052631578948,33.55263157894737,20.394736842105264,25.657894736842103,46.71052631578947,83.55263157894737,33.55263157894737,28.289473684210524,86.18421052631578,32.23684210526316,82.23684210526315,16.447368421052634,17.763157894736842,92.76315789473684,8.552631578947368,9.86842105263158,5.921052631578947,58.55263157894737,51.97368421052632,59.86842105263158,7.236842105263158,25.657894736842103,38.81578947368421,61.18421052631579,73.02631578947368,98.02631578947368
PN03939,79.60526315789474,84.86842105263158,25.657894736842103,67.76315789473685,48.026315789473685,20.394736842105264,17.763157894736842,34.868421052631575,70.39473684210526,30.92105263157895,66.44736842105263,19.07894736842105,33.55263157894737,94.07894736842104,88.81578947368422,79.60526315789474,15.13157894736842,36.18421052631579,36.18421052631579,90.13157894736842,29.605263157894733,28.289473684210524,7.236842105263158,16.447368421052634,40.131578947368425,23.026315789473685,26.973684210526315,61.18421052631579,5.921052631578947,13.815789473684212,20.394736842105264,46.71052631578947,12.5,50.6578947368421,73.02631578947368,30.92105263157895,9.86842105263158,25.657894736842103,54.60526315789473,21.71052631578948,30.92105263157895,19.07894736842105,3.289473684210526,48.026315789473685,33.55263157894737,86.18421052631578,83.55263157894737,54.60526315789473,53.289473684210535,30.92105263157895,34.868421052631575,20.394736842105264,28.289473684210524,32.23684210526316,0.6578947368421052,12.5,3.289473684210526,34.868421052631575,59.86842105263158,12.5,42.76315789473684,20.394736842105264,49.34210526315789,17.763157894736842,42.76315789473684,12.5,62.5,17.763157894736842,65.13157894736842,36.18421052631579,55.92105263157895,41.44736842105263,30.92105263157895,28.289473684210524,24.34210526315789,29.605263157894733,48.026315789473685,23.026315789473685,50.6578947368421,13.815789473684212,29.605263157894733,53.289473684210535,53.289473684210535,20.394736842105264,26.973684210526315,42.76315789473684,1.973684210526316,73.02631578947368,26.973684210526315,24.34210526315789,76.97368421052632,82.23684210526315,33.55263157894737,0.6578947368421052,62.5,30.92105263157895,24.34210526315789,19.07894736842105,48.026315789473685,24.34210526315789,61.18421052631579,34.868421052631575,17.763157894736842,3.289473684210526,3.289473684210526,40.131578947368425,42.76315789473684,82.23684210526315,24.34210526315789,57.23684210526315,32.23684210526316,54.60526315789473,69.07894736842105,17.763157894736842,0.6578947368421052,36.18421052631579,45.39473684210527,16.447368421052634,1.973684210526316,45.39473684210527,29.605263157894733,28.289473684210524,12.5,30.92105263157895,32.23684210526316,19.07894736842105,71.71052631578947,8.552631578947368
PN03953,23.026315789473685,34.868421052631575,78.28947368421053,49.34210526315789,86.18421052631578,67.76315789473685,82.23684210526315,74.3421052631579,37.5,16.447368421052634,29.605263157894733,37.5,15.13157894736842,15.13157894736842,62.5,36.18421052631579,67.76315789473685,46.71052631578947,83.55263157894737,34.868421052631575,83.55263157894737,38.81578947368421,74.3421052631579,83.55263157894737,82.23684210526315,65.13157894736842,38.81578947368421,32.23684210526316,42.76315789473684,42.76315789473684,9.86842105263158,73.02631578947368,92.76315789473684,99.3421052631579,30.92105263157895,75.6578947368421,30.92105263157895,20.394736842105264,69.07894736842105,15.13157894736842,44.07894736842105,41.44736842105263,83.55263157894737,51.97368421052632,69.07894736842105,55.92105263157895,92.76315789473684,71.71052631578947,19.07894736842105,15.13157894736842,67.76315789473685,28.289473684210524,29.605263157894733,57.23684210526315,54.60526315789473,65.13157894736842,45.39473684210527,41.44736842105263,62.5,30.92105263157895,50.6578947368421,51.97368421052632,23.026315789473685,32.23684210526316,38.81578947368421,51.97368421052632,88.81578947368422,75.6578947368421,41.44736842105263,51.97368421052632,90.13157894736842,50.6578947368421,63.81578947368421,66.44736842105263,67.76315789473685,46.71052631578947,26.973684210526315,53.289473684210535,69.07894736842105,49.34210526315789,19.07894736842105,92.76315789473684,49.34210526315789,51.97368421052632,46.71052631578947,62.5,38.81578947368421,24.34210526315789,25.657894736842103,55.92105263157895,49.34210526315789,26.973684210526315,59.86842105263158,45.39473684210527,9.86842105263158,75.6578947368421,37.5,37.5,34.868421052631575,45.39473684210527,40.131578947368425,51.97368421052632,37.5,34.868421052631575,59.86842105263158,24.34210526315789,70.39473684210526,36.18421052631579,55.92105263157895,65.13157894736842,30.92105263157895,7.236842105263158,78.28947368421053,70.39473684210526,46.71052631578947,15.13157894736842,50.6578947368421,44.07894736842105,29.605263157894733,55.92105263157895,92.76315789473684,88.81578947368422,90.13157894736842,19.07894736842105,42.76315789473684,65.13157894736842,49.34210526315789,54.60526315789473
PN03959,73.02631578947368,75.6578947368421,55.92105263157895,69.07894736842105,53.289473684210535,41.44736842105263,24.34210526315789,49.34210526315789,71.71052631578947,25.657894736842103,20.394736842105264,25.657894736842103,50.6578947368421,67.76315789473685,37.5,23.026315789473685,41.44736842105263,45.39473684210527,53.289473684210535,17.763157894736842,53.289473684210535,4.605263157894736,50.6578947368421,13.815789473684212,75.6578947368421,78.28947368421053,32.23684210526316,91.44736842105264,62.5,83.55263157894737,86.18421052631578,29.605263157894733,57.23684210526315,55.92105263157895,40.131578947368425,53.289473684210535,32.23684210526316,83.55263157894737,91.44736842105264,33.55263157894737,84.86842105263158,57.23684210526315,15.13157894736842,50.6578947368421,73.02631578947368,75.6578947368421,74.3421052631579,86.18421052631578,34.868421052631575,57.23684210526315,46.71052631578947,50.6578947368421,12.5,67.76315789473685,48.026315789473685,87.5,87.5,38.81578947368421,58.55263157894737,46.71052631578947,61.18421052631579,30.92105263157895,75.6578947368421,15.13157894736842,58.55263157894737,33.55263157894737,49.34210526315789,15.13157894736842,88.81578947368422,98.02631578947368,62.5,70.39473684210526,98.02631578947368,16.447368421052634,96.71052631578948,79.60526315789474,34.868421052631575,28.289473684210524,74.3421052631579,75.6578947368421,87.5,87.5,74.3421052631579,87.5,83.55263157894737,80.92105263157895,57.23684210526315,21.71052631578948,5.921052631578947,80.92105263157895,20.394736842105264,95.39473684210526,21.71052631578948,19.07894736842105,70.39473684210526,95.39473684210526,23.026315789473685,50.6578947368421,30.92105263157895,84.86842105263158,34.868421052631575,82.23684210526315,75.6578947368421,37.5,65.13157894736842,9.86842105263158,92.76315789473684,32.23684210526316,69.07894736842105,87.5,40.131578947368425,16.447368421052634,32.23684210526316,92.76315789473684,57.23684210526315,26.973684210526315,17.763157894736842,66.44736842105263,42.76315789473684,37.5,80.92105263157895,71.71052631578947,74.3421052631579,57.23684210526315,9.86842105263158,49.34210526315789,75.6578947368421,21.71052631578948
PN03961,9.86842105263158,9.86842105263158,62.5,48.026315789473685,7.236842105263158,96.71052631578948,87.5,99.3421052631579,45.39473684210527,24.34210526315789,95.39473684210526,98.02631578947368,99.3421052631579,69.07894736842105,87.5,5.921052631578947,84.86842105263158,20.394736842105264,26.973684210526315,87.5,19.07894736842105,98.02631578947368,91.44736842105264,82.23684210526315,45.39473684210527,50.6578947368421,16.447368421052634,40.131578947368425,45.39473684210527,54.60526315789473,76.97368421052632,78.28947368421053,99.3421052631579,70.39473684210526,44.07894736842105,15.13157894736842,99.3421052631579,5.921052631578947,45.39473684210527,90.13157894736842,59.86842105263158,3.289473684210526,37.5,57.23684210526315,86.18421052631578,32.23684210526316,38.81578947368421,8.552631578947368,94.07894736842104,92.76315789473684,99.3421052631579,79.60526315789474,99.3421052631579,30.92105263157895,90.13157894736842,4.605263157894736,12.5,53.289473684210535,86.18421052631578,40.131578947368425,16.447368421052634,84.86842105263158,74.3421052631579,90.13157894736842,76.97368421052632,38.81578947368421,65.13157894736842,92.76315789473684,1.973684210526316,91.44736842105264,45.39473684210527,44.07894736842105,17.763157894736842,44.07894736842105,17.763157894736842,7.236842105263158,99.3421052631579,79.60526315789474,9.86842105263158,11.18421052631579,16.447368421052634,15.13157894736842,99.3421052631579,32.23684210526316,5.921052631578947,7.236842105263158,36.18421052631579,12.5,49.34210526315789,46.71052631578947,8.552631578947368,78.28947368421053,99.3421052631579,61.18421052631579,71.71052631578947,45.39473684210527,99.3421052631579,65.13157894736842,15.13157894736842,5.921052631578947,48.026315789473685,71.71052631578947,5.921052631578947,42.76315789473684,92.76315789473684,99.3421052631579,13.815789473684212,24.34210526315789,5.921052631578947,98.02631578947368,36.18421052631579,82.23684210526315,50.6578947368421,53.289473684210535,95.39473684210526,23.026315789473685,28.289473684210524,12.5,37.5,48.026315789473685,30.92105263157895,92.76315789473684,71.71052631578947,55.92105263157895,45.39473684210527,44.07894736842105,0.6578947368421052,96.71052631578948
PN03967,62.5,71.71052631578947,24.34210526315789,83.55263157894737,42.76315789473684,30.92105263157895,19.07894736842105,21.71052631578948,69.07894736842105,48.026315789473685,12.5,13.815789473684212,40.131578947368425,65.13157894736842,4.605263157894736,33.55263157894737,13.815789473684212,16.447368421052634,28.289473684210524,73.02631578947368,37.5,0.6578947368421052,37.5,42.76315789473684,70.39473684210526,59.86842105263158,23.026315789473685,87.5,67.76315789473685,73.02631578947368,74.3421052631579,32.23684210526316,25.657894736842103,44.07894736842105,76.97368421052632,23.026315789473685,26.973684210526315,75.6578947368421,88.81578947368422,23.026315789473685,94.07894736842104,58.55263157894737,78.28947368421053,76.97368421052632,51.97368421052632,71.71052631578947,55.92105263157895,75.6578947368421,38.81578947368421,36.18421052631579,32.23684210526316,48.026315789473685,5.921052631578947,48.026315789473685,44.07894736842105,53.289473684210535,92.76315789473684,23.026315789473685,50.6578947368421,74.3421052631579,30.92105263157895,26.973684210526315,98.02631578947368,11.18421052631579,53.289473684210535,58.55263157894737,63.81578947368421,28.289473684210524,74.3421052631579,96.71052631578948,58.55263157894737,51.97368421052632,95.39473684210526,29.605263157894733,78.28947368421053,80.92105263157895,24.34210526315789,36.18421052631579,37.5,84.86842105263158,75.6578947368421,86.18421052631578,30.92105263157895,91.44736842105264,82.23684210526315,30.92105263157895,67.76315789473685,69.07894736842105,0.6578947368421052,67.76315789473685,94.07894736842104,94.07894736842104,15.13157894736842,16.447368421052634,67.76315789473685,33.55263157894737,11.18421052631579,92.76315789473684,17.763157894736842,83.55263157894737,49.34210526315789,99.3421052631579,86.18421052631578,88.81578947368422,62.5,5.921052631578947,45.39473684210527,44.07894736842105,74.3421052631579,74.3421052631579,24.34210526315789,76.97368421052632,73.02631578947368,38.81578947368421,48.026315789473685,11.18421052631579,49.34210526315789,59.86842105263158,24.34210526315789,96.71052631578948,73.02631578947368,49.34210526315789,53.289473684210535,44.07894736842105,1.973684210526316,91.44736842105264,51.97368421052632,7.236842105263158
